label,left_elbow,right_elbow,left_shoulder,right_shoulder,left_knee,right_knee,left_hip,right_hip,spine,neck,head
downdog,64.75197249594183,9.694494501002062,130.3339319970548,96.68229930762857,39.11433102825608,12.108099053723597,50.13446214947142,81.82550995476909,75.5079575187773,40.33194335419,31.520426073195445
downdog,72.50048783858918,9.789747358635106,125.60383057090954,103.89967656607783,48.113391056618624,15.021003292674578,52.661190421777455,71.73079071985983,79.76381503756448,36.374847090866105,33.13640360820654
downdog,69.21443127236783,14.258970713676076,106.11036346388964,108.81263549021838,48.085556658117795,22.83685798793432,68.47267380029633,64.40949286818291,105.20319493564706,32.93861638296476,33.57563033038462
downdog,68.3880383797153,11.677310014686467,158.66588780316422,17.075126942583566,51.31832984210073,13.582620295322199,28.9415611734009,166.79111591424908,43.050551025711854,67.09001904033643,56.392916860709335
downdog,49.938280759893544,12.97045405046968,73.88730816631936,85.4338767920758,59.4885977811594,22.81241946513953,109.62330400178512,83.38041264025557,89.19567478679448,79.31351963687112,41.623978007207164
downdog,44.02695905488819,7.324848947641413,128.77306831103093,106.02116792169797,27.813639710128985,9.426059602726234,51.881871920587294,71.53502799993888,73.64066428117381,47.24054387956676,19.88367728667211
downdog,69.93135045248351,16.44394605914448,121.89065389548892,113.7003599024714,51.526046889820734,22.98066219799873,56.1321933677787,58.89034626533193,91.29999413757146,30.52602848016611,29.648570789952313
downdog,78.97590836555536,20.33968422974395,57.51070834920755,61.34980224351516,70.93268875662238,24.622074556699587,117.82662942636078,108.71930683974328,110.120173387802,126.12843034786397,108.9900256318346
downdog,71.02686069405307,18.064693995897628,146.01784126391283,118.17574912664621,50.560662572164325,23.702120090844748,36.83661648316534,53.09115705259487,67.47668617285794,36.56153380949001,31.75268253277296
downdog,66.2989171726673,19.788585595027712,143.11073472229862,117.32615120444272,48.55958647506758,26.726385472081667,42.9310299720141,54.15443414584585,76.81403486838829,31.79329692746643,30.47698788501581
downdog,77.00992647508423,21.43239970799917,146.06712993679614,118.79943343332853,60.512637829935244,27.983530117524573,36.8512222361092,51.93523925872184,67.84931430385386,41.05780427271762,36.90759163884412
downdog,64.07026845028311,11.571458184766705,129.28168869457895,102.3459008400892,41.68657098276284,15.946539939037146,50.59175890581288,74.01778991752549,81.4103666045607,34.39618890704881,30.278375602010502
downdog,60.465040456990096,25.3013208921364,131.12813329834697,131.3886998068753,48.00874046944696,34.458584407521194,52.34290272182229,38.04856638654437,89.35633613261915,28.317895589043708,22.757332585024905
downdog,57.413886594659,13.321482406077424,141.27652516268233,121.11528004870311,42.14172509431731,18.762781155337972,41.452382096781086,52.16668459255199,73.36841767562125,30.91284962812074,26.22914223838752
downdog,67.23380892518428,15.61960513347819,47.99773564517684,83.4880558285074,65.007203646914,25.75704192717874,135.33725450942043,86.25216905916497,114.7013482382924,81.80993420083414,55.09577031821006
downdog,81.03375129323423,13.561194698043003,143.70288202152602,107.38923207183402,56.02970204709133,17.271519992078407,37.900178897858225,66.37295469837657,60.22271366406404,44.828139680141824,41.22068008353003
downdog,66.04277153636077,16.476970816335406,120.11797426609203,108.61675753772522,48.23013870927272,21.023526607178663,57.49207811546616,68.40299466252672,96.78808027813126,30.95955460148535,29.360261431450787
downdog,70.29727433367216,14.310374598924446,125.87713930837849,104.83540626663863,44.885676061652134,19.437071805084983,58.10123532813385,71.20908619812494,88.84113186623385,32.33572362036304,36.61275688695052
downdog,86.71718255257224,16.278748673401072,38.43172753167014,84.90046357986331,78.96675156954572,26.197069607275477,145.17092796759388,84.73529969128042,120.171017514187,81.30280986105944,110.83353206839841
downdog,72.51657289955136,20.75834084630827,125.15724556529305,120.32899280354616,52.59816169739129,30.15523438466211,55.28714258458821,49.68060578052761,94.15824712379468,21.598961016255807,27.50280381624646
downdog,80.7381132224544,18.607744817640448,33.16265621767034,82.25235920524916,68.26840953040616,30.559014877429888,151.37216857973755,86.16446732103648,128.28363440765423,78.3707893448759,79.53411214309304
downdog,64.04746442347535,15.066047133812141,83.57250881133332,74.53556227226028,65.91491672106267,23.976032858154632,95.45645280536687,95.43280833597406,81.92577159055485,75.79409748161594,31.0927405612071
downdog,90.80779646943253,9.7344168280765,129.97419487537482,106.47004615006473,65.39499010756826,14.528901575873542,50.72490142592781,68.31056501383596,72.85521168643784,37.963352272429724,48.88931838768991
downdog,53.371969743355855,17.31281118116113,60.46823412415068,86.42386367262827,56.76921978594977,29.38758384234902,125.10553789127357,80.57792603577009,95.22072696225065,76.5739851414048,29.3190567019784
downdog,49.763923434734295,7.292985935097007,104.6968044423717,102.83129929060813,33.21722911845929,12.178079565375539,68.46497691334412,75.90973909973454,93.97814487547058,43.029691880979605,20.008086983049076
downdog,81.03375129323423,13.561194698043003,143.70288202152602,107.38923207183402,56.02970204709133,17.271519992078407,37.900178897858225,66.37295469837657,60.22271366406404,44.828139680141824,41.22068008353003
downdog,72.51657289955136,20.75834084630827,125.15724556529305,120.32899280354616,52.59816169739129,30.15523438466211,55.28714258458821,49.68060578052761,94.15824712379468,21.598961016255807,27.50280381624646
downdog,90.80779646943253,9.7344168280765,129.97419487537482,106.47004615006473,65.39499010756826,14.528901575873542,50.72490142592781,68.31056501383596,72.85521168643784,37.963352272429724,48.88931838768991
downdog,66.04277153636077,16.476970816335406,120.11797426609203,108.61675753772522,48.23013870927272,21.023526607178663,57.49207811546616,68.40299466252672,96.78808027813126,30.95955460148535,29.360261431450787
downdog,86.71718255257224,16.278748673401072,38.43172753167014,84.90046357986331,78.96675156954572,26.197069607275477,145.17092796759388,84.73529969128042,120.171017514187,81.30280986105944,110.83353206839841
downdog,80.7381132224544,18.607744817640448,33.16265621767034,82.25235920524916,68.26840953040616,30.559014877429888,151.37216857973755,86.16446732103648,128.28363440765423,78.3707893448759,79.53411214309304
downdog,53.371969743355855,17.31281118116113,60.46823412415068,86.42386367262827,56.76921978594977,29.38758384234902,125.10553789127357,80.57792603577009,95.22072696225065,76.5739851414048,29.3190567019784
downdog,53.34543557619163,15.60323461765992,60.77825006642452,92.54379164306329,60.07020859403826,27.144937329919934,121.38373987493107,74.66574819667896,94.89712855516522,74.67375531819468,30.415956302048155
downdog,49.763923434734295,7.292985935097007,104.6968044423717,102.83129929060813,33.21722911845929,12.178079565375539,68.46497691334412,75.90973909973454,93.97814487547058,43.029691880979605,20.008086983049076
downdog,70.29727433367216,14.310374598924446,125.87713930837849,104.83540626663863,44.885676061652134,19.437071805084983,58.10123532813385,71.20908619812494,88.84113186623385,32.33572362036304,36.61275688695052
downdog,52.49621211540433,6.345742413297973,128.0746158912081,103.0505497956382,30.88682468484597,9.020756341914417,54.64035164080691,74.09652081178193,81.10227739399211,38.82707097679672,22.98499592258272
downdog,112.4503175461831,17.387577034437218,44.69693124977758,84.07418532253939,99.68740831463587,29.127228191175103,140.74533590624787,81.89259518201476,115.87119163601234,69.48727933413502,122.43188131220408
downdog,78.71474344548747,14.950762561183703,58.86433322919554,70.89704993680623,88.0064607898368,29.766267467078134,113.85263370080936,90.05283147497582,91.54157926925141,73.73606514328712,102.79618420465002
downdog,57.99000158145744,16.835601520033848,123.63527110810357,116.82248699399818,43.40929981552789,23.04610474896972,58.38466645791903,57.27813101534633,95.63556170593235,29.529618724466157,27.068087827133823
downdog,61.091261866577696,28.42110693646162,117.87988264477262,124.21040573254689,46.13383056667622,39.295216742083326,66.03146211644268,46.05518765047858,111.10766051340285,24.825484758821275,27.685400170386814
downdog,85.70523304482852,18.741427260118332,110.5788996359483,69.95132281716666,100.04393168720813,27.912882879665123,58.90710669954408,98.11650879952326,44.21045615083978,69.32449041540913,45.653398063277656
downdog,62.24239276198043,14.246656055832904,105.55548019183824,126.28593370261935,41.21635569507631,12.146115013379086,76.58512538178714,54.62789733478291,87.56363950562603,21.199384327988795,33.42448698905974
downdog,60.72866545574759,16.957705368543085,131.8676892769155,116.66858835142891,40.45897876196781,22.822932548014837,51.22242295788211,55.6719243532947,83.3165681721541,39.93014070789687,27.328010212498317
downdog,82.30996298558301,17.54465341324075,43.773406359889364,85.64931602592763,78.21159723766189,27.424437153655308,140.88686929807625,81.99556218827983,113.0110570732551,77.28056452777655,104.43153732621921
downdog,68.80059887750073,14.822833889826105,72.28241776534779,116.8065027501584,65.14087539447306,23.660450057133122,88.97825711753063,59.5971689201804,124.2368540459902,19.51447318227071,33.2694610677117
downdog,64.68405095625315,8.615665910879878,125.1626918614748,97.35247165696903,43.93011277999066,12.859530829691465,51.902149937934055,79.98950591431736,81.77029386425974,36.10771870938527,29.21663562444359
downdog,23.630417019544524,8.253326874056986,81.50656681686456,79.80996407519682,55.31303958543292,18.756877851846124,102.57762399511975,87.88429357460276,86.51877641113997,84.52369360903286,44.55826343208912
downdog,44.54055013830001,13.748970507385202,138.53458579773988,116.11825781259294,28.42781452648902,20.692828096792304,43.60404041809948,56.484240706303616,77.10930579013232,31.283968337247977,17.24782971055523
